id,label,cap-shape,cap-surface,bruises,odor,gill-attachment,gill-spacing,gill-size,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,veil-type,ring-number,ring-type,spore-print-color,population,habitat,cap-color-rate,gill-color-rate,veil-color-rate,stalk-color-above-ring-rate,stalk-color-below-ring-rate
4290,p,f,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,d,1,9,1,1,1
4291,p,x,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,1,5
4292,p,f,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,d,1,9,1,2,1
4293,p,f,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,5,9,1,1,1
4294,p,x,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,5,9,1,2,5
4295,p,f,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,p,5,9,1,1,1
4296,p,x,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,l,1,9,1,1,5
4297,p,f,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,1,9,1,2,5
4298,p,f,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,l,1,9,1,1,1
4299,p,f,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,2,5
4300,e,x,s,f,n,f,w,b,e,?,s,k,p,t,p,w,n,g,4,4,1,1,1
4301,p,k,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,1,9,1,2,1
4302,p,x,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,p,5,9,1,1,1
4303,p,x,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,1,1
4304,p,x,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,d,1,9,1,1,5
4305,p,f,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,2,1
4306,p,k,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,2,5
4307,p,x,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,d,5,9,1,2,1
4308,p,x,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,1,1
4309,p,k,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,d,1,9,1,2,5
4310,p,x,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,2,1
4311,p,k,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,2,1
4312,p,x,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,p,1,9,1,1,1
4313,p,x,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,5,9,1,2,1
4314,p,f,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,5,9,1,1,1
4315,p,f,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,l,1,9,1,1,5
4316,p,f,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,2,5
4317,p,f,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,5,9,1,2,1
4318,p,x,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,l,5,9,1,1,5
4319,p,x,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,l,5,9,1,2,5
4320,p,f,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,2,1
4321,p,f,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,d,5,9,1,1,1
4322,p,x,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,d,1,9,1,2,1
4323,p,x,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,5,9,1,1,5
4324,p,x,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,1,1
4325,p,f,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,p,5,9,1,2,5
4326,p,x,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,p,5,9,1,1,1
4327,p,x,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,2,1
4328,p,x,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,l,5,9,1,1,5
4329,p,x,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,l,5,9,1,1,5
4330,p,x,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,1,5
4331,p,x,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,l,1,9,1,2,1
4332,p,f,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,d,5,9,1,2,5
4333,p,f,y,f,f,f,c,n,t,?,k,s,p,o,e,w,v,d,5,9,1,1,1
4334,p,x,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,d,1,9,1,1,1
4335,p,x,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,2,5
4336,p,f,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,l,1,9,1,1,5
4337,p,x,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,2,1
4338,p,f,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,d,5,9,1,2,1
4339,p,k,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,p,1,9,1,1,5
4340,p,x,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,l,1,9,1,2,5
4341,p,f,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,1,5
4342,p,k,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,1,5
4343,p,f,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,d,5,9,1,1,1
4344,p,f,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,p,1,9,1,2,1
4345,p,x,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,5,9,1,1,5
4346,p,x,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,2,5
4347,p,f,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,2,5
4348,p,f,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,p,1,9,1,2,1
4349,p,x,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,5,9,1,1,1
4350,p,f,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,l,1,9,1,1,1
4351,p,x,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,2,1
4352,p,f,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,1,9,1,1,1
4353,p,f,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,p,5,9,1,1,1
4354,p,x,y,f,f,f,c,n,t,?,k,s,p,o,e,w,v,l,5,9,1,2,1
4355,p,f,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,5,9,1,2,5
4356,p,k,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,1,1
4357,p,x,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,2,1
4358,p,x,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,l,1,9,1,2,5
4359,p,f,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,p,5,9,1,2,1
4360,p,f,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,1,1
4361,e,b,f,f,n,f,w,b,e,?,s,k,p,t,p,w,s,g,4,4,1,1,1
4362,p,x,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,1,1
4363,p,k,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,1,5
4364,e,b,s,f,n,a,c,b,e,?,s,s,p,o,p,y,v,l,1,11,1,7,8
4365,p,f,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,d,1,9,1,2,5
4366,p,f,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,2,1
4367,p,x,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,5,9,1,1,5
4368,p,x,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,d,5,9,1,2,5
4369,p,k,y,f,m,a,c,b,e,c,k,y,p,n,n,w,c,d,9,5,1,8,9
4370,p,x,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,l,5,9,1,1,1
4371,p,f,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,p,1,9,1,1,5
4372,p,x,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,1,9,1,2,5
4373,p,x,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,5,9,1,1,1
4374,p,x,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,d,5,9,1,2,1
4375,p,f,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,l,5,9,1,2,1
4376,p,f,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,2,1
4377,p,f,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,1,1
4378,p,f,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,5,9,1,2,5
4379,p,x,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,l,5,9,1,2,5
4380,p,f,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,5,9,1,1,5
4381,p,f,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,l,1,9,1,2,1
4382,p,x,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,1,1
4383,p,f,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,p,5,9,1,2,5
4384,p,f,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,1,1
4385,p,f,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,p,5,9,1,2,1
4386,p,x,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,5,9,1,1,1
4387,p,x,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,d,5,9,1,2,5
4388,p,k,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,1,1
4389,p,x,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,l,5,9,1,1,1
4390,p,x,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,d,5,9,1,2,1
4391,p,x,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,2,1
4392,p,x,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,1,1
4393,p,f,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,2,1
4394,p,f,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,p,1,9,1,1,5
4395,p,x,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,5,9,1,1,5
4396,p,k,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,p,1,9,1,2,1
4397,p,f,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,d,1,9,1,1,1
4398,p,f,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,1,1
4399,p,f,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,p,5,9,1,2,5
4400,p,f,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,l,5,9,1,2,5
4401,p,f,y,f,f,f,c,n,t,?,k,s,p,o,e,w,v,d,1,9,1,2,1
4402,p,x,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,l,5,9,1,1,5
4403,p,f,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,1,1
4404,p,f,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,d,1,9,1,1,1
4405,p,f,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,p,5,9,1,2,5
4406,p,x,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,d,1,9,1,2,5
4407,p,f,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,d,5,9,1,1,1
4408,p,k,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,1,9,1,2,1
4409,p,f,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,1,1
4410,p,f,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,p,1,9,1,2,1
4411,p,f,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,2,5
4412,p,x,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,1,9,1,1,1
4413,p,f,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,p,5,9,1,2,1
4414,p,x,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,5,9,1,1,1
4415,p,f,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,d,5,9,1,2,1
4416,p,x,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,5,9,1,2,5
4417,p,f,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,p,5,9,1,1,5
4418,p,f,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,1,5
4419,p,x,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,p,1,9,1,2,1
4420,p,x,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,d,5,9,1,2,5
4421,p,f,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,5,9,1,1,1
4422,p,x,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,5,9,1,2,1
4423,p,x,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,l,1,9,1,1,1
4424,p,f,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,d,5,9,1,2,5
4425,p,x,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,l,5,9,1,1,5
4426,p,x,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,p,1,9,1,2,5
4427,p,x,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,1,5
4428,p,f,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,1,1
4429,p,x,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,d,5,9,1,1,5
4430,p,f,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,2,1
4431,p,x,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,l,5,9,1,1,1
4432,p,x,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,l,1,9,1,1,5
4433,p,f,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,d,5,9,1,1,1
4434,p,x,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,d,5,9,1,2,5
4435,p,f,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,1,9,1,1,5
4436,p,x,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,p,5,9,1,1,5
4437,p,f,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,5,9,1,2,5
4438,p,x,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,p,5,9,1,2,1
4439,p,k,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,1,9,1,1,1
4440,p,f,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,1,1
4441,p,x,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,l,5,9,1,2,5
4442,p,f,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,1,1
4443,p,x,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,5,9,1,2,1
4444,p,f,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,d,5,9,1,2,5
4445,e,x,f,f,n,f,w,b,e,?,k,k,p,t,p,w,s,g,4,2,1,1,1
4446,p,x,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,p,5,9,1,1,1
4447,p,f,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,1,9,1,2,5
4448,p,f,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,2,5
4449,p,x,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,5,9,1,1,1
4450,p,x,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,l,5,9,1,1,1
4451,p,x,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,l,5,9,1,1,1
4452,p,f,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,d,5,9,1,1,1
4453,e,b,f,f,n,f,w,b,e,?,s,s,p,t,p,w,s,g,4,5,1,1,1
4454,p,f,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,d,1,9,1,1,5
4455,p,f,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,5,9,1,2,5
4456,p,f,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,d,1,9,1,2,5
4457,p,f,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,1,9,1,2,1
4458,p,f,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,1,5
4459,p,x,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,d,5,9,1,2,1
4460,p,f,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,1,1
4461,p,x,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,2,5
4462,p,f,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,d,5,9,1,2,1
4463,e,k,f,f,n,f,w,b,e,?,k,s,p,t,p,w,s,g,4,4,1,1,1
4464,e,b,s,f,n,a,c,b,e,?,s,s,p,o,p,o,c,l,1,10,1,7,8
4465,p,f,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,1,1
4466,p,x,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,2,1
4467,p,f,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,2,5
4468,p,f,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,l,5,9,1,1,1
4469,p,f,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,2,1
4470,p,f,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,d,1,9,1,2,5
4471,p,f,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,2,5
4472,p,f,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,2,1
4473,p,f,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,l,1,9,1,1,5
4474,p,x,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,5,9,1,1,1
4475,e,x,f,f,n,f,w,b,e,?,s,k,p,t,p,w,n,g,3,2,1,1,1
4476,p,f,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,2,5
4477,p,x,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,l,5,9,1,2,1
4478,p,x,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,d,1,9,1,2,5
4479,p,x,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,l,1,9,1,2,5
4480,p,x,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,2,1
4481,p,k,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,2,1
4482,p,f,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,1,9,1,1,5
4483,p,x,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,1,5
4484,p,f,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,2,1
4485,p,f,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,1,1
4486,p,x,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,l,1,9,1,1,1
4487,p,x,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,d,1,9,1,2,1
4488,p,x,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,l,5,9,1,1,1
4489,p,f,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,d,5,9,1,1,5
4490,p,f,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,1,5
4491,p,f,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,p,1,9,1,1,5
4492,p,x,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,l,5,9,1,2,5
4493,p,f,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,l,5,9,1,1,5
4494,p,f,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,d,5,9,1,2,5
4495,p,f,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,2,1
4496,p,x,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,1,1
4497,p,f,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,1,9,1,1,1
4498,p,f,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,1,1
4499,p,f,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,2,5
4500,p,k,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,1,1
4501,p,f,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,5,9,1,1,1
4502,p,x,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,p,5,9,1,2,5
4503,p,x,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,p,5,9,1,1,1
4504,p,f,y,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,5,9,1,1,1
4505,p,x,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,5,9,1,1,1
4506,p,f,y,f,f,f,c,n,t,?,s,s,p,o,e,w,v,l,5,9,1,1,5
4507,p,f,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,2,5
4508,p,f,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,l,5,9,1,2,5
4509,p,x,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,1,1
4510,p,x,s,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,5,9,1,2,1
4511,p,f,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,l,5,9,1,2,1
4512,p,f,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,p,5,9,1,2,1
4513,p,x,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,1,1
4514,p,f,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,5,9,1,1,1
4515,p,f,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,1,1
4516,p,f,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,1,9,1,2,1
4517,p,f,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,d,5,9,1,2,5
4518,p,f,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,p,1,9,1,2,1
4519,p,k,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,1,5
4520,p,f,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,2,1
4521,p,f,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,2,5
4522,p,f,s,f,s,f,c,n,t,?,k,s,p,o,e,w,v,l,5,9,1,2,5
4523,p,f,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,5,9,1,1,5
4524,p,x,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,2,5
4525,p,k,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,1,9,1,2,5
4526,p,x,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,5,9,1,1,5
4527,p,x,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,l,5,9,1,1,5
4528,e,x,s,f,n,f,w,b,e,?,k,s,p,t,p,w,n,g,4,5,1,1,1
4529,p,k,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,d,1,9,1,2,1
4530,p,x,s,f,y,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,1,5
4531,p,f,s,f,s,f,c,n,t,?,s,k,p,o,e,w,v,p,1,9,1,1,5
4532,p,f,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,1,5
4533,p,x,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,p,5,9,1,1,1
4534,p,f,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,5,9,1,2,1
4535,p,f,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,1,1
4536,p,f,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,p,5,9,1,1,5
4537,p,f,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,l,1,9,1,1,1
4538,p,f,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,2,1
4539,p,x,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,1,5
4540,p,f,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,2,5
4541,p,x,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,1,1
4542,p,f,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,d,5,9,1,1,5
4543,p,f,y,f,f,f,c,n,t,?,k,s,p,o,e,w,v,p,5,9,1,1,1
4544,p,k,y,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,2,1
4545,p,f,s,f,s,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,1,1
4546,p,k,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,d,5,9,1,1,1
4547,p,f,s,f,y,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,2,1
4548,p,f,y,f,s,f,c,n,t,?,s,k,p,o,e,w,v,l,5,9,1,1,1
4549,p,f,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,2,1
4550,e,b,s,f,n,a,c,b,e,?,s,s,p,o,p,o,c,l,1,1,2,7,8
4551,p,x,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,1,1
4552,p,f,y,f,s,f,c,n,t,?,k,s,p,o,e,w,v,l,5,9,1,2,1
4553,p,f,y,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,1,5
4554,p,f,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,d,5,9,1,2,1
4555,p,f,y,f,f,f,c,n,t,?,k,k,p,o,e,w,v,p,1,9,1,1,1
4556,p,k,y,f,m,f,c,b,e,c,k,y,p,n,n,w,c,d,1,5,1,8,9
4557,p,x,s,f,f,f,c,n,t,?,k,k,p,o,e,w,v,p,5,9,1,1,1
4558,p,f,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,l,5,9,1,1,1
4559,p,k,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,d,1,9,1,1,5
4560,p,f,s,f,f,f,c,n,t,?,s,s,p,o,e,w,v,p,5,9,1,1,5
4561,e,k,s,f,n,f,w,b,e,?,k,k,p,t,p,w,s,g,3,2,1,1,1
4562,p,f,y,f,y,f,c,n,t,?,k,s,p,o,e,w,v,l,1,9,1,2,5
4563,p,f,y,f,y,f,c,n,t,?,s,k,p,o,e,w,v,d,1,9,1,2,1
4564,p,f,y,f,y,f,c,n,t,?,s,s,p,o,e,w,v,p,1,9,1,2,1
4565,p,f,s,f,s,f,c,n,t,?,k,k,p,o,e,w,v,d,1,9,1,1,5
4566,p,f,s,f,y,f,c,n,t,?,s,s,p,o,e,w,v,l,1,9,1,1,1
4567,p,f,y,f,y,f,c,n,t,?,k,k,p,o,e,w,v,p,5,9,1,2,1
4568,p,x,s,f,f,f,c,n,t,?,k,s,p,o,e,w,v,d,5,9,1,1,5
4569,p,f,y,f,f,f,c,n,t,?,k,s,p,o,e,w,v,p,1,9,1,2,5
4570,p,x,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,p,1,9,1,2,5
4571,p,x,s,f,f,f,c,n,t,?,s,k,p,o,e,w,v,l,5,9,1,2,5
